ticker;scenario;entry_date;entry_price;exit_date;exit_price;exit_reason;return_pct;max_drawdown_pct;holding_weeks;score;fib_retracement;stop_price;target_1618;target_2618;hit_target_1;hit_target_2;weeks_to_target_1;max_favorable_excursion;precio_punto0;precio_puntoC;bolsa;ratio_volumen;pct_sobre_linea;close_strength;weeks_since_c;w1_duration;w2_duration;avg_volume_w2
GDDY;B;2020-06-22;71.56;2021-06-21;86.89;TIMEOUT;0.2142;-0.0707;52;37;0.732;40.25;139.0936;200.1836;False;False;;0.31;23.88;40.25;US;1.6302;0.2296;0.0069;14;138;76;7740401.315789473
KKR;B;2020-06-22;27.9484;2021-06-21;58.1346;TIMEOUT_T1;1.0801;-0.0118;52;57;0.6728;14.6075;42.5541;59.8264;True;False;33;1.09;8.9555;14.6075;US;2.6608;0.1791;0.119;14;136;78;17833857.692307692
GDDY;C;2020-06-22;71.56;2020-09-14;71.56;STOP_C_P2;0.0;-0.0707;12;37;0.732;71.56;139.0936;200.1836;False;False;;0.2437;23.88;40.25;US;1.6302;0.2296;0.0069;14;138;76;7740401.315789473
KKR;C;2020-06-22;27.9484;2021-06-21;58.1346;TIMEOUT_T1;1.0801;-0.0118;52;57;0.6728;51.4027;42.5541;59.8264;True;False;33;1.09;8.9555;14.6075;US;2.6608;0.1791;0.119;14;136;78;17833857.692307692
ON;A;2020-07-06;20.49;2021-07-05;37.75;TIMEOUT;0.8424;-0.0361;52;47;0.5062;6.97;49.4803;69.6103;False;False;;1.1762;6.97;16.91;US;1.807;0.0328;0.7228;19;109;102;31101311.76470588
ON;B;2020-07-06;20.49;2021-07-05;37.75;TIMEOUT;0.8424;-0.0361;52;47;0.5062;16.91;49.4803;69.6103;False;False;;1.1762;6.97;16.91;US;1.807;0.0328;0.7228;19;109;102;31101311.76470588
ON;C;2020-07-06;20.49;2021-01-25;34.6984;STOP_C_P3;0.6934;-0.0361;29;47;0.5062;34.6984;49.4803;69.6103;False;False;;0.9244;6.97;16.91;US;1.807;0.0328;0.7228;19;109;102;31101311.76470588
BLDR;A;2020-08-10;30.27;2021-08-09;51.76;TIMEOUT_T1;0.7099;-0.0872;52;81;0.5142;10.15;48.607;66.887;True;False;34;0.7836;10.15;19.03;US;5.2104;0.3953;0.668;5;60;20;7265945.0
BLDR;B;2020-08-10;30.27;2021-08-09;51.76;TIMEOUT_T1;0.7099;-0.0872;52;81;0.5142;19.03;48.607;66.887;True;False;34;0.7836;10.15;19.03;US;5.2104;0.3953;0.668;5;60;20;7265945.0
BLDR;C;2020-08-10;30.27;2021-01-25;38.2624;STOP_C_P3;0.264;-0.0872;24;81;0.5142;38.2624;48.607;66.887;False;False;;0.4364;10.15;19.03;US;5.2104;0.3953;0.668;5;60;20;7265945.0
CBRE;A;2020-10-26;50.4;2021-10-25;105.5224;TARGET_2;1.0937;0.0;52;46;0.6284;22.74;77.8324;105.5224;True;True;17;1.1044;22.74;33.03;US;1.3539;0.1298;0.8732;24;128;94;8357110.638297873
CBRE;B;2020-10-26;50.4;2021-10-25;105.5224;TARGET_2;1.0937;0.0;52;46;0.6284;33.03;77.8324;105.5224;True;True;17;1.1044;22.74;33.03;US;1.3539;0.1298;0.8732;24;128;94;8357110.638297873
CBRE;C;2020-10-26;50.4;2021-01-04;59.576;STOP_C_P3;0.1821;0.0;10;46;0.6284;59.576;77.8324;105.5224;False;False;;0.3433;22.74;33.03;US;1.3539;0.1298;0.8732;24;128;94;8357110.638297873
ELV;A;2020-11-02;288.9448;2021-11-01;394.0095;TIMEOUT;0.3636;-0.0844;52;36;0.33;99.6793;528.002;715.2036;False;False;;0.4213;99.6793;225.1099;US;1.4932;0.0539;0.6736;6;159;82;7977291.463414635
ELV;B;2020-11-02;288.9448;2021-11-01;394.0095;TIMEOUT;0.3636;-0.0844;52;36;0.33;225.1099;528.002;715.2036;False;False;;0.4213;99.6793;225.1099;US;1.4932;0.0539;0.6736;6;159;82;7977291.463414635
ELV;C;2020-11-02;288.9448;2021-11-01;394.0095;TIMEOUT;0.3636;-0.0844;52;36;0.33;288.9448;528.002;715.2036;False;False;;0.4213;99.6793;225.1099;US;1.4932;0.0539;0.6736;6;159;82;7977291.463414635
ZS;A;2020-11-30;180.75;2021-11-15;366.3535;TARGET_2;1.0269;-0.1312;50;73;0.4625;69.83;272.3835;366.3535;True;True;38;1.0808;69.83;120.34;US;2.7171;0.1707;0.8077;3;14;10;10422400.0
ZS;B;2020-11-30;180.75;2021-11-15;366.3535;TARGET_2;1.0269;-0.1312;50;73;0.4625;120.34;272.3835;366.3535;True;True;38;1.0808;69.83;120.34;US;2.7171;0.1707;0.8077;3;14;10;10422400.0
ZS;C;2020-11-30;180.75;2021-01-25;191.84;STOP_C_P3;0.0614;-0.048;8;73;0.4625;191.84;272.3835;366.3535;False;False;;0.2393;69.83;120.34;US;2.7171;0.1707;0.8077;3;14;10;10422400.0
ALFA.ST;A;2021-03-15;245.7364;2022-03-14;292.2583;TIMEOUT;0.1893;-0.0459;52;13;0.3592;99.2912;368.8991;488.2586;False;False;;0.4502;99.2912;175.7754;ST;1.3402;0.2276;0.39;25;138;103;5326685.8737864075
ALFA.ST;B;2021-03-15;245.7364;2022-03-14;292.2583;TIMEOUT;0.1893;-0.0459;52;13;0.3592;175.7754;368.8991;488.2586;False;False;;0.4502;99.2912;175.7754;ST;1.3402;0.2276;0.39;25;138;103;5326685.8737864075
ALFA.ST;C;2021-03-15;245.7364;2021-09-27;298.0323;STOP_C_P3;0.2128;-0.0459;28;13;0.3592;298.0323;368.8991;488.2586;False;False;;0.3782;99.2912;175.7754;ST;1.3402;0.2276;0.39;25;138;103;5326685.8737864075
AZN;A;2021-03-22;91.1631;2022-03-21;120.1426;TIMEOUT;0.3179;-0.047;52;47;0.5691;63.3376;166.6879;217.1302;False;False;;0.3367;63.3376;85.0723;US;1.4185;0.0212;0.7673;13;18;22;15500534.090909092
AZN;B;2021-03-22;91.1631;2022-03-21;120.1426;TIMEOUT;0.3179;-0.047;52;47;0.5691;85.0723;166.6879;217.1302;False;False;;0.3367;63.3376;85.0723;US;1.4185;0.0212;0.7673;13;18;22;15500534.090909092
AZN;C;2021-03-22;91.1631;2022-03-21;120.1426;TIMEOUT;0.3179;-0.047;52;47;0.5691;91.1631;166.6879;217.1302;False;False;;0.3367;63.3376;85.0723;US;1.4185;0.0212;0.7673;13;18;22;15500534.090909092
ESSITY-B.ST;A;2021-04-19;237.9996;2022-04-18;234.0263;TIMEOUT;-0.0167;-0.219;52;45;0.5108;161.5138;380.3471;484.1975;False;False;;0.1167;161.5138;212.3171;ST;1.4904;0.0285;0.0496;8;63;58;8662233.672413792
ESSITY-B.ST;B;2021-04-19;237.9996;2022-02-21;212.3171;STOP_C;-0.1079;-0.1347;44;45;0.5108;212.3171;380.3471;484.1975;False;False;;0.1167;161.5138;212.3171;ST;1.4904;0.0285;0.0496;8;63;58;8662233.672413792
ESSITY-B.ST;C;2021-04-19;237.9996;2022-02-28;201.7013;STOP_C_P1;-0.1525;-0.1873;45;45;0.5108;201.7013;380.3471;484.1975;False;False;;0.1167;161.5138;212.3171;ST;1.4904;0.0285;0.0496;8;63;58;8662233.672413792
ADBE;A;2021-06-14;565.59;2022-06-13;360.79;TIMEOUT;-0.3621;-0.4024;52;42;0.4121;255.13;876.6515;1158.4015;False;False;;0.2368;255.13;420.78;US;1.4326;0.2293;0.8714;14;24;27;13344588.888888888
PLD;A;2021-06-14;103.5228;2022-06-13;97.5761;TIMEOUT_T1;-0.0574;-0.0908;52;51;0.4879;64.8043;130.5019;161.3447;True;False;22;0.4801;64.8043;80.5983;US;1.4965;0.1466;0.0222;15;31;16;13061237.5
ADBE;B;2021-06-14;565.59;2022-02-21;420.78;STOP_C;-0.256;-0.2631;36;42;0.4121;420.78;876.6515;1158.4015;False;False;;0.2368;255.13;420.78;US;1.4326;0.2293;0.8714;14;24;27;13344588.888888888
PLD;B;2021-06-14;103.5228;2022-06-13;97.5761;TIMEOUT_T1;-0.0574;-0.0908;52;51;0.4879;80.5983;130.5019;161.3447;True;False;22;0.4801;64.8043;80.5983;US;1.4965;0.1466;0.0222;15;31;16;13061237.5
ADBE;C;2021-06-14;565.59;2021-10-04;565.59;STOP_C_P2;0.0;-0.0238;16;42;0.4121;565.59;876.6515;1158.4015;False;False;;0.1915;255.13;420.78;US;1.4326;0.2293;0.8714;14;24;27;13344588.888888888
PLD;C;2021-06-14;103.5228;2022-01-24;130.6013;STOP_C_P3;0.2616;-0.0035;32;51;0.4879;130.6013;130.5019;161.3447;True;False;22;0.4336;64.8043;80.5983;US;1.4965;0.1466;0.0222;15;31;16;13061237.5
WDAY;A;2021-08-23;269.28;2022-08-22;166.46;TIMEOUT;-0.3818;-0.502;52;47;0.3724;107.75;500.7823;675.8023;False;False;;0.1431;107.75;217.6;US;1.8073;0.1415;0.8561;14;48;13;7944446.153846154
WDAY;B;2021-08-23;269.28;2022-02-14;217.6;STOP_C;-0.1919;-0.2119;25;47;0.3724;217.6;500.7823;675.8023;False;False;;0.1431;107.75;217.6;US;1.8073;0.1415;0.8561;14;48;13;7944446.153846154
WDAY;C;2021-08-23;269.28;2022-02-21;206.72;STOP_C_P1;-0.2323;-0.2354;26;47;0.3724;206.72;500.7823;675.8023;False;False;;0.1431;107.75;217.6;US;1.8073;0.1415;0.8561;14;48;13;7944446.153846154
ADYEN.AS;A;2021-09-27;2421.5;2022-09-26;1301.8;TIMEOUT;-0.4624;-0.5259;52;28;0.3713;664.4;4161.5788;5718.1787;False;False;;0.1708;664.4;1643.0;AS;1.3674;0.2145;0.1499;20;48;12;346382.8333333333
ADYEN.AS;B;2021-09-27;2421.5;2022-01-24;1643.0;STOP_C;-0.3215;-0.3293;17;28;0.3713;1643.0;4161.5788;5718.1787;False;False;;0.1708;664.4;1643.0;AS;1.3674;0.2145;0.1499;20;48;12;346382.8333333333
ADYEN.AS;C;2021-09-27;2421.5;2021-11-22;2421.5;STOP_C_P2;0.0;-0.046;8;28;0.3713;2421.5;4161.5788;5718.1787;False;False;;0.1708;664.4;1643.0;AS;1.3674;0.2145;0.1499;20;48;12;346382.8333333333
FCX;A;2021-10-11;36.139;2022-10-10;26.3037;TIMEOUT;-0.2722;-0.3503;52;38;0.3483;4.4792;91.7619;130.2183;False;False;;0.35;4.4792;29.5394;US;1.3124;0.1227;0.919;8;60;14;102215900.0
FCX;B;2021-10-11;36.139;2022-06-20;29.5394;STOP_C;-0.1826;-0.248;36;38;0.3483;29.5394;91.7619;130.2183;False;False;;0.35;4.4792;29.5394;US;1.3124;0.1227;0.919;8;60;14;102215900.0
FCX;C;2021-10-11;36.139;2022-01-24;36.139;STOP_C_P2;0.0;-0.0927;15;38;0.3483;36.139;91.7619;130.2183;False;False;;0.1996;4.4792;29.5394;US;1.3124;0.1227;0.919;8;60;14;102215900.0
MAS;A;2021-10-25;59.9556;2022-10-24;43.9043;TIMEOUT;-0.2677;-0.3419;52;45;0.3208;24.2714;111.4298;149.371;False;False;;0.0879;24.2714;50.0408;US;1.3536;0.0985;0.8954;4;59;20;10025740.0
MAS;B;2021-10-25;59.9556;2022-02-21;50.0408;STOP_C;-0.1654;-0.1752;17;45;0.3208;50.0408;111.4298;149.371;False;False;;0.0879;24.2714;50.0408;US;1.3536;0.0985;0.8954;4;59;20;10025740.0
MAS;C;2021-10-25;59.9556;2022-03-28;47.5387;STOP_C_P1;-0.2071;-0.2233;22;45;0.3208;47.5387;111.4298;149.371;False;False;;0.0879;24.2714;50.0408;US;1.3536;0.0985;0.8954;4;59;20;10025740.0
DHI;A;2021-12-13;98.0101;2022-12-12;86.0405;TIMEOUT;-0.1221;-0.4215;52;36;0.3086;26.3076;199.3912;274.3386;False;False;;0.0579;26.3076;78.1263;US;1.7498;0.1329;0.0883;10;59;21;13913876.19047619
UBER;A;2021-12-13;39.68;2022-03-07;28.39;STOP_P0;-0.2845;-0.2873;12;43;0.7283;28.39;95.7779;131.4379;False;False;;0.1568;28.39;38.08;US;2.0255;0.0352;0.9375;13;32;31;100726983.87096775
DHI;B;2021-12-13;98.0101;2022-01-24;78.1263;STOP_C;-0.2029;-0.2171;6;36;0.3086;78.1263;199.3912;274.3386;False;False;;0.0579;26.3076;78.1263;US;1.7498;0.1329;0.0883;10;59;21;13913876.19047619
UBER;B;2021-12-13;39.68;2021-12-20;38.08;STOP_C;-0.0403;-0.0403;1;43;0.7283;38.08;95.7779;131.4379;False;False;;0.1177;28.39;38.08;US;2.0255;0.0352;0.9375;13;32;31;100726983.87096775
DHI;C;2021-12-13;98.0101;2022-02-21;74.22;STOP_C_P1;-0.2427;-0.2649;10;36;0.3086;74.22;199.3912;274.3386;False;False;;0.0579;26.3076;78.1263;US;1.7498;0.1329;0.0883;10;59;21;13913876.19047619
UBER;C;2021-12-13;39.68;2022-01-17;39.68;STOP_C_P2;0.0;-0.0966;5;43;0.7283;39.68;95.7779;131.4379;False;False;;0.1568;28.39;38.08;US;2.0255;0.0352;0.9375;13;32;31;100726983.87096775
AMG.AS;A;2022-01-10;30.4262;2023-01-09;32.8523;TIMEOUT;0.0797;-0.3493;52;53;0.5066;12.3956;53.9413;73.6177;False;False;;0.2747;12.3956;22.1048;AS;1.3814;0.0876;1.0;11;26;30;1313430.2666666666
AMG.AS;B;2022-01-10;30.4262;2022-06-27;22.1048;STOP_C;-0.2735;-0.2842;24;53;0.5066;22.1048;53.9413;73.6177;False;False;;0.2747;12.3956;22.1048;AS;1.3814;0.0876;1.0;11;26;30;1313430.2666666666
AMG.AS;C;2022-01-10;30.4262;2022-05-02;30.4262;STOP_C_P2;0.0;-0.1711;16;53;0.5066;30.4262;53.9413;73.6177;False;False;;0.2747;12.3956;22.1048;AS;1.3814;0.0876;1.0;11;26;30;1313430.2666666666
IBE.MC;A;2022-01-17;8.3549;2023-01-16;9.2962;TIMEOUT;0.1127;-0.1649;52;43;0.6148;5.9227;13.7529;17.6618;False;False;;0.1523;5.9227;7.4284;MC;1.3176;0.0779;0.7081;18;43;35;61094862.82857143
IBE.MC;B;2022-01-17;8.3549;2022-02-21;7.4284;STOP_C;-0.1109;-0.1198;5;43;0.6148;7.4284;13.7529;17.6618;False;False;;0.0187;5.9227;7.4284;MC;1.3176;0.0779;0.7081;18;43;35;61094862.82857143
IBE.MC;C;2022-01-17;8.3549;2022-03-07;7.0569;STOP_C_P1;-0.1554;-0.1649;7;43;0.6148;7.0569;13.7529;17.6618;False;False;;0.0187;5.9227;7.4284;MC;1.3176;0.0779;0.7081;18;43;35;61094862.82857143
DOW;A;2022-01-24;46.7686;2023-01-23;48.2691;TIMEOUT;0.0321;-0.2595;52;46;0.3529;15.6319;102.8915;141.4151;False;False;;0.2113;15.6319;40.5603;US;1.5991;0.0631;0.8132;8;63;26;24563057.692307692
DOW;B;2022-01-24;46.7686;2022-06-20;40.5603;STOP_C;-0.1327;-0.1412;21;46;0.3529;40.5603;102.8915;141.4151;False;False;;0.2113;15.6319;40.5603;US;1.5991;0.0631;0.8132;8;63;26;24563057.692307692
DOW;C;2022-01-24;46.7686;2022-06-13;46.7686;STOP_C_P2;0.0;-0.0808;20;46;0.3529;46.7686;102.8915;141.4151;False;False;;0.2113;15.6319;40.5603;US;1.5991;0.0631;0.8132;8;63;26;24563057.692307692
DDOG;A;2022-02-07;167.4;2022-10-31;69.73;STOP_P0;-0.5835;-0.5896;38;67;0.6194;69.73;329.441;459.386;False;False;;0.0507;69.73;119.19;US;1.8533;0.3096;0.5262;2;28;10;19900370.0
MEL.MC;A;2022-02-07;6.9158;2023-02-06;5.6327;TIMEOUT;-0.1855;-0.4393;52;58;0.4774;2.7495;11.9866;16.3018;False;False;;0.1375;2.7495;5.0045;MC;1.6742;0.0465;0.8726;7;23;42;4906239.642857143
DDOG;B;2022-02-07;167.4;2022-03-14;119.19;STOP_C;-0.288;-0.3197;5;67;0.6194;119.19;329.441;459.386;False;False;;0.0507;69.73;119.19;US;1.8533;0.3096;0.5262;2;28;10;19900370.0
MEL.MC;B;2022-02-07;6.9158;2022-09-05;5.0045;STOP_C;-0.2764;-0.2822;30;58;0.4774;5.0045;11.9866;16.3018;False;False;;0.1375;2.7495;5.0045;MC;1.6742;0.0465;0.8726;7;23;42;4906239.642857143
DDOG;C;2022-02-07;167.4;2022-05-02;113.2305;STOP_C_P1;-0.3236;-0.3944;12;67;0.6194;113.2305;329.441;459.386;False;False;;0.0507;69.73;119.19;US;1.8533;0.3096;0.5262;2;28;10;19900370.0
MEL.MC;C;2022-02-07;6.9158;2022-09-19;4.7543;STOP_C_P1;-0.3125;-0.3167;32;58;0.4774;4.7543;11.9866;16.3018;False;False;;0.1375;2.7495;5.0045;MC;1.6742;0.0465;0.8726;7;23;42;4906239.642857143
STLD;A;2022-02-28;72.3732;2023-02-27;129.4654;TIMEOUT;0.7889;-0.1857;52;57;0.3895;13.2526;137.4316;193.1558;False;False;;0.794;13.2526;47.2699;US;1.6821;0.2081;0.981;5;73;24;9710850.0
STLD;B;2022-02-28;72.3732;2023-02-27;129.4654;TIMEOUT;0.7889;-0.1857;52;57;0.3895;47.2699;137.4316;193.1558;False;False;;0.794;13.2526;47.2699;US;1.6821;0.2081;0.981;5;73;24;9710850.0
STLD;C;2022-02-28;72.3732;2022-05-09;72.3732;STOP_C_P2;0.0;-0.1108;10;57;0.3895;72.3732;137.4316;193.1558;False;False;;0.3024;13.2526;47.2699;US;1.6821;0.2081;0.981;5;73;24;9710850.0
MEL.MC;A;2022-05-09;6.5636;2023-05-08;5.1124;TIMEOUT;-0.2211;-0.4092;52;40;0.4774;2.7495;11.9866;16.3018;False;False;;0.1287;2.7495;5.0045;MC;1.6224;0.0117;0.1456;20;23;42;4906239.642857143
MEL.MC;B;2022-05-09;6.5636;2022-09-05;5.0045;STOP_C;-0.2375;-0.2436;17;40;0.4774;5.0045;11.9866;16.3018;False;False;;0.1287;2.7495;5.0045;MC;1.6224;0.0117;0.1456;20;23;42;4906239.642857143
MEL.MC;C;2022-05-09;6.5636;2022-09-19;4.7543;STOP_C_P1;-0.2757;-0.28;19;40;0.4774;4.7543;11.9866;16.3018;False;False;;0.1287;2.7495;5.0045;MC;1.6224;0.0117;0.1456;20;23;42;4906239.642857143
ARES;A;2022-07-25;63.2226;2023-07-24;90.4957;TIMEOUT;0.4314;-0.1756;52;31;0.3396;16.5159;155.5086;216.512;False;False;;0.4889;16.5159;56.8049;US;1.4732;0.0125;0.8196;20;86;16;3684756.25
GEST.MC;A;2022-07-25;3.2388;2023-07-24;3.9671;TIMEOUT;0.2249;-0.2053;52;40;0.7059;1.5588;6.854;9.6233;False;False;;0.2795;1.5588;2.3732;MC;1.6401;0.1621;0.8169;20;46;38;2561474.552631579
URI;A;2022-07-25;310.626;2023-07-24;432.7031;TIMEOUT;0.393;-0.2059;52;71;0.5179;56.6533;776.6606;1119.5072;False;False;;0.4986;56.6533;221.9348;US;1.381;0.1134;0.9403;5;86;32;3576687.5
ARES;B;2022-07-25;63.2226;2022-09-19;56.8049;STOP_C;-0.1015;-0.1059;8;31;0.3396;56.8049;155.5086;216.512;False;False;;0.1184;16.5159;56.8049;US;1.4732;0.0125;0.8196;20;86;16;3684756.25
GEST.MC;B;2022-07-25;3.2388;2023-07-24;3.9671;TIMEOUT;0.2249;-0.2053;52;40;0.7059;2.3732;6.854;9.6233;False;False;;0.2795;1.5588;2.3732;MC;1.6401;0.1621;0.8169;20;46;38;2561474.552631579
URI;B;2022-07-25;310.626;2023-07-24;432.7031;TIMEOUT;0.393;-0.2059;52;71;0.5179;221.9348;776.6606;1119.5072;False;False;;0.4986;56.6533;221.9348;US;1.381;0.1134;0.9403;5;86;32;3576687.5
ARES;C;2022-07-25;63.2226;2022-10-10;53.9647;STOP_C_P1;-0.1464;-0.1756;11;31;0.3396;53.9647;155.5086;216.512;False;False;;0.1184;16.5159;56.8049;US;1.4732;0.0125;0.8196;20;86;16;3684756.25
GEST.MC;C;2022-07-25;3.2388;2023-07-24;3.9671;TIMEOUT;0.2249;-0.2053;52;40;0.7059;3.2388;6.854;9.6233;False;False;;0.2795;1.5588;2.3732;MC;1.6401;0.1621;0.8169;20;46;38;2561474.552631579
URI;C;2022-07-25;310.626;2023-07-24;432.7031;TIMEOUT;0.393;-0.2059;52;71;0.5179;310.626;776.6606;1119.5072;False;False;;0.4986;56.6533;221.9348;US;1.381;0.1134;0.9403;5;86;32;3576687.5
APTV;A;2022-08-01;98.41;2023-07-31;106.8;TIMEOUT;0.0853;-0.2078;52;55;0.697;42.11;308.5566;447.2566;False;False;;0.269;42.11;84.14;US;1.6932;0.1588;0.1398;7;84;32;9618803.125
ON;A;2022-08-01;67.63;2023-07-31;102.31;TIMEOUT;0.5128;-0.1878;52;30;0.3411;10.61;148.7017;209.3517;False;False;;0.6465;10.61;50.57;US;1.4271;0.0427;0.7538;12;92;18;34278288.88888889
APTV;B;2022-08-01;98.41;2022-09-19;84.14;STOP_C;-0.145;-0.1671;7;55;0.697;84.14;308.5566;447.2566;False;False;;0.1358;42.11;84.14;US;1.6932;0.1588;0.1398;7;84;32;9618803.125
ON;B;2022-08-01;67.63;2023-07-31;102.31;TIMEOUT;0.5128;-0.1878;52;30;0.3411;50.57;148.7017;209.3517;False;False;;0.6465;10.61;50.57;US;1.4271;0.0427;0.7538;12;92;18;34278288.88888889
APTV;C;2022-08-01;98.41;2022-09-26;79.933;STOP_C_P1;-0.1878;-0.2066;8;55;0.697;79.933;308.5566;447.2566;False;False;;0.1358;42.11;84.14;US;1.6932;0.1588;0.1398;7;84;32;9618803.125
ON;C;2022-08-01;67.63;2023-04-24;67.63;STOP_C_P2;0.0;-0.1878;38;30;0.3411;67.63;148.7017;209.3517;False;False;;0.2945;10.61;50.57;US;1.4271;0.0427;0.7538;12;92;18;34278288.88888889
ADYEN.AS;A;2022-08-15;1617.8;2023-08-14;872.0;TIMEOUT;-0.461;-0.4817;52;39;0.6893;664.4;3666.5788;5223.1787;False;False;;0.0503;664.4;1148.0;AS;1.6579;0.1135;0.2201;9;48;69;380344.4202898551
ADYEN.AS;B;2022-08-15;1617.8;2023-08-14;1148.0;STOP_C;-0.2904;-0.4817;52;39;0.6893;1148.0;3666.5788;5223.1787;False;False;;0.0503;664.4;1148.0;AS;1.6579;0.1135;0.2201;9;48;69;380344.4202898551
ADYEN.AS;C;2022-08-15;1617.8;2023-08-14;1090.6;STOP_C_P1;-0.3259;-0.4817;52;39;0.6893;1090.6;3666.5788;5223.1787;False;False;;0.0503;664.4;1148.0;AS;1.6579;0.1135;0.2201;9;48;69;380344.4202898551
IBKR;A;2022-09-05;16.9372;2023-09-04;23.2677;TIMEOUT;0.3738;-0.0925;52;51;0.596;8.126;31.2697;42.7159;False;False;;0.3755;8.126;12.7498;US;1.5747;0.0825;0.9536;17;50;61;16378091.803278688
IBKR;B;2022-09-05;16.9372;2023-09-04;23.2677;TIMEOUT;0.3738;-0.0925;52;51;0.596;12.7498;31.2697;42.7159;False;False;;0.3755;8.126;12.7498;US;1.5747;0.0825;0.9536;17;50;61;16378091.803278688
IBKR;C;2022-09-05;16.9372;2022-12-12;16.9372;STOP_C_P2;0.0;-0.0925;14;51;0.596;16.9372;31.2697;42.7159;False;False;;0.179;8.126;12.7498;US;1.5747;0.0825;0.9536;17;50;61;16378091.803278688
CAT;A;2022-10-24;207.134;2023-10-23;229.8964;TIMEOUT;0.1099;-0.0602;52;56;0.5039;77.3068;389.8706;537.7173;False;False;;0.3602;77.3068;150.6547;US;1.3364;0.1335;0.9948;4;64;69;16494933.333333334
PCAR;A;2022-10-24;55.1918;2023-10-23;74.6214;TIMEOUT;0.352;-0.0253;52;43;0.4192;26.4244;92.8558;123.0687;False;False;;0.4571;26.4244;43.9713;US;1.4722;0.0164;0.9692;15;43;77;14083375.324675325
POOL;A;2022-10-24;298.8528;2023-10-23;293.729;TIMEOUT;-0.0171;-0.1097;52;58;0.7128;147.3399;899.3982;1294.1289;False;False;;0.3344;147.3399;260.7239;US;1.7126;0.0181;0.9865;1;86;48;1940356.25
ROL;A;2022-10-24;39.6811;2023-10-23;34.6641;TIMEOUT;-0.1264;-0.221;52;50;0.4859;18.8905;63.7516;84.7922;False;False;;0.0864;18.8905;29.708;US;1.5413;0.1672;0.9956;19;33;83;7492420.481927711
SKF-B.ST;A;2022-10-24;143.6319;2023-10-23;162.1506;TIMEOUT;0.1289;-0.0341;52;32;0.7429;93.6068;325.712;449.4926;False;False;;0.3376;93.6068;125.435;ST;1.6233;0.02;0.504;4;54;77;8495089.909090908
CAT;B;2022-10-24;207.134;2023-10-23;229.8964;TIMEOUT;0.1099;-0.0602;52;56;0.5039;150.6547;389.8706;537.7173;False;False;;0.3602;77.3068;150.6547;US;1.3364;0.1335;0.9948;4;64;69;16494933.333333334
PCAR;B;2022-10-24;55.1918;2023-10-23;74.6214;TIMEOUT;0.352;-0.0253;52;43;0.4192;43.9713;92.8558;123.0687;False;False;;0.4571;26.4244;43.9713;US;1.4722;0.0164;0.9692;15;43;77;14083375.324675325
POOL;B;2022-10-24;298.8528;2023-10-23;293.729;TIMEOUT;-0.0171;-0.1097;52;58;0.7128;260.7239;899.3982;1294.1289;False;False;;0.3344;147.3399;260.7239;US;1.7126;0.0181;0.9865;1;86;48;1940356.25
ROL;B;2022-10-24;39.6811;2023-10-23;34.6641;TIMEOUT;-0.1264;-0.221;52;50;0.4859;29.708;63.7516;84.7922;False;False;;0.0864;18.8905;29.708;US;1.5413;0.1672;0.9956;19;33;83;7492420.481927711
SKF-B.ST;B;2022-10-24;143.6319;2023-10-23;162.1506;TIMEOUT;0.1289;-0.0341;52;32;0.7429;125.435;325.712;449.4926;False;False;;0.3376;93.6068;125.435;ST;1.6233;0.02;0.504;4;54;77;8495089.909090908
CAT;C;2022-10-24;207.134;2023-03-13;207.134;STOP_C_P2;0.0;-0.0364;20;56;0.5039;207.134;389.8706;537.7173;False;False;;0.2187;77.3068;150.6547;US;1.3364;0.1335;0.9948;4;64;69;16494933.333333334
PCAR;C;2022-10-24;55.1918;2023-10-23;74.6214;TIMEOUT;0.352;-0.0253;52;43;0.4192;70.7712;92.8558;123.0687;False;False;;0.4571;26.4244;43.9713;US;1.4722;0.0164;0.9692;15;43;77;14083375.324675325
POOL;C;2022-10-24;298.8528;2023-03-20;298.8528;STOP_C_P2;0.0;-0.1097;21;58;0.7128;298.8528;899.3982;1294.1289;False;False;;0.3344;147.3399;260.7239;US;1.7126;0.0181;0.9865;1;86;48;1940356.25
ROL;C;2022-10-24;39.6811;2023-10-23;34.6641;TIMEOUT;-0.1264;-0.221;52;50;0.4859;28.2226;63.7516;84.7922;False;False;;0.0864;18.8905;29.708;US;1.5413;0.1672;0.9956;19;33;83;7492420.481927711
SKF-B.ST;C;2022-10-24;143.6319;2022-12-12;143.6319;STOP_C_P2;0.0;-0.0341;7;32;0.7429;143.6319;325.712;449.4926;False;False;;0.1544;93.6068;125.435;ST;1.6233;0.02;0.504;4;54;77;8495089.909090908
ADYEN.AS;A;2022-11-07;1602.0;2023-09-18;664.4;STOP_P0;-0.5853;-0.6125;45;43;0.6893;664.4;3666.5788;5223.1787;False;False;;0.0607;664.4;1148.0;AS;1.6612;0.2003;0.9255;21;48;69;380344.4202898551
ARES;A;2022-11-07;74.8024;2023-11-06;99.179;TIMEOUT;0.3259;-0.2081;52;41;0.3886;16.5159;152.5147;213.5181;False;False;;0.38;16.5159;53.811;US;2.0029;0.0656;0.75;26;86;25;3885196.0
ASML;A;2022-11-07;558.1895;2023-11-06;646.6977;TIMEOUT;0.1586;-0.0823;52;59;0.6781;180.3253;1488.7361;2163.2007;False;False;;0.3461;180.3253;397.4523;US;2.0558;0.1441;0.98;18;78;42;5131259.523809524
